Condition,Staleness %,Precision@5,Recall@5,Stale Intrusion Rate,Fresh AB Retrieved,Stale AB Retrieved
Fresh (0%),0,0.24013840830449829,0.6005767012687427,0.0,1.2006920415224913,0.0
Stale 10%,10,0.24013840830449829,0.6005767012687427,0.02422145328719723,1.1384083044982698,0.06228373702422145
Stale 30%,30,0.23667820069204154,0.5939446366782007,0.10103806228373702,1.027681660899654,0.15570934256055363
Stale 50%,50,0.23667820069204154,0.5936562860438293,0.1543252595155709,0.9100346020761245,0.27335640138408307
